S000000003,YAL003W,Efb1p,S31,S,31,SGD,phosphorylated residue
S000000003,YAL003W,Efb1p,S43,S,43,SGD,phosphorylated residue
S000000003,YAL003W,Efb1p,S49,S,49,SGD,phosphorylated residue
S000000003,YAL003W,Efb1p,S69,S,69,SGD,phosphorylated residue
S000000003,YAL003W,Efb1p,S7,S,7,SGD,phosphorylated residue
S000000003,YAL003W,Efb1p,S86,S,86,SGD,phosphorylated residue
S000000003,YAL003W,Efb1p,T11,T,11,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,K110,K,110,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K126,K,126,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K136,K,136,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K157,K,157,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K185,K,185,SGD,deacetylation residue
S000000004,YAL005C,Ssa1p,K243,K,243,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K316,K,316,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K354,K,354,SGD,deacetylation residue
S000000004,YAL005C,Ssa1p,K354,K,354,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K420,K,420,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K448,K,448,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K455,K,455,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K497,K,497,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K504,K,504,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K509,K,509,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K521,K,521,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K523,K,523,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K536,K,536,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K54,K,54,SGD,monoacetylated residue
S000000004,YAL005C,Ssa1p,K54,K,54,SGD,succinylated residue
S000000004,YAL005C,Ssa1p,K54,K,54,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K556,K,556,SGD,monoacetylated residue
S000000004,YAL005C,Ssa1p,K556,K,556,SGD,succinylated residue
S000000004,YAL005C,Ssa1p,K556,K,556,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K562,K,562,SGD,deacetylation residue
S000000004,YAL005C,Ssa1p,K562,K,562,SGD,monoacetylated residue
S000000004,YAL005C,Ssa1p,K562,K,562,SGD,succinylated residue
S000000004,YAL005C,Ssa1p,K562,K,562,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K567,K,567,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K568,K,568,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,K69,K,69,SGD,monoacetylated residue
S000000004,YAL005C,Ssa1p,K69,K,69,SGD,succinylated residue
S000000004,YAL005C,Ssa1p,K86,K,86,SGD,deacetylation residue
S000000004,YAL005C,Ssa1p,K86,K,86,SGD,monoacetylated residue
S000000004,YAL005C,Ssa1p,K86,K,86,SGD,succinylated residue
S000000004,YAL005C,Ssa1p,K98,K,98,SGD,ubiquitinylated lysine
S000000004,YAL005C,Ssa1p,S131,S,131,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S151,S,151,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S251,S,251,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S326,S,326,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S38,S,38,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S415,S,415,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S422,S,422,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S459,S,459,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S486,S,486,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S495,S,495,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S508,S,508,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S535,S,535,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S541,S,541,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S545,S,545,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S551,S,551,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S603,S,603,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,S62,S,62,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T156,T,156,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T219,T,219,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T223,T,223,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T35,T,35,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T36,T,36,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T378,T,378,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T416,T,416,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T43,T,43,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T45,T,45,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T492,T,492,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T580,T,580,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T637,T,637,SGD,phosphorylated residue
S000000004,YAL005C,Ssa1p,T64,T,64,SGD,phosphorylated residue
S000000007,YAL009W,Spo7p,S19,S,19,SGD,phosphorylated residue
S000000007,YAL009W,Spo7p,S22,S,22,SGD,phosphorylated residue
S000000007,YAL009W,Spo7p,S28,S,28,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S13,S,13,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S139,S,139,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S142,S,142,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S265,S,265,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S269,S,269,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S331,S,331,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S354,S,354,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S44,S,44,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S523,S,523,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S536,S,536,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,S9,S,9,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,T356,T,356,SGD,phosphorylated residue
S000000009,YAL011W,Swc3p,T389,T,389,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,K113,K,113,SGD,ubiquitinylated lysine
S000000010,YAL012W,Cys3p,K166,K,166,SGD,succinylated residue
S000000010,YAL012W,Cys3p,K356,K,356,SGD,ubiquitinylated lysine
S000000010,YAL012W,Cys3p,K390,K,390,SGD,ubiquitinylated lysine
S000000010,YAL012W,Cys3p,S325,S,325,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,S362,S,362,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,S39,S,39,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,S40,S,40,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,S51,S,51,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,S53,S,53,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,S6,S,6,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,T147,T,147,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,T2,T,2,SGD,phosphorylated residue
S000000010,YAL012W,Cys3p,T47,T,47,SGD,phosphorylated residue
S000000011,YAL013W,Dep1p,S114,S,114,SGD,phosphorylated residue
S000000011,YAL013W,Dep1p,S120,S,120,SGD,phosphorylated residue
S000000011,YAL013W,Dep1p,S2,S,2,SGD,phosphorylated residue
S000000011,YAL013W,Dep1p,S370,S,370,SGD,phosphorylated residue
S000000011,YAL013W,Dep1p,S56,S,56,SGD,phosphorylated residue
S000000011,YAL013W,Dep1p,T5,T,5,SGD,phosphorylated residue
S000000011,YAL013W,Dep1p,T51,T,51,SGD,phosphorylated residue
S000000011,YAL013W,Dep1p,T82,T,82,SGD,phosphorylated residue
S000000012,YAL014C,Syn8p,C238,C,238,SGD,palmitoylated residue
S000000012,YAL014C,Syn8p,K104,K,104,SGD,ubiquitinylated lysine
S000000012,YAL014C,Syn8p,K40,K,40,SGD,ubiquitinylated lysine
S000000012,YAL014C,Syn8p,K5,K,5,SGD,ubiquitinylated lysine
S000000012,YAL014C,Syn8p,K95,K,95,SGD,ubiquitinylated lysine
S000000012,YAL014C,Syn8p,S94,S,94,SGD,phosphorylated residue
S000000012,YAL014C,Syn8p,S97,S,97,SGD,phosphorylated residue
S000000012,YAL014C,Syn8p,T73,T,73,SGD,phosphorylated residue
S000000012,YAL014C,Syn8p,Y80,Y,80,SGD,phosphorylated residue
S000000013,YAL015C,Ntg1p,K20,K,20,SGD,Desumoylation
S000000013,YAL015C,Ntg1p,K20,K,20,SGD,sumoylated lysine
S000000013,YAL015C,Ntg1p,K364,K,364,SGD,sumoylated lysine
S000000013,YAL015C,Ntg1p,K376,K,376,SGD,Desumoylation
S000000013,YAL015C,Ntg1p,K376,K,376,SGD,sumoylated lysine
S000000013,YAL015C,Ntg1p,K38,K,38,SGD,Desumoylation
S000000013,YAL015C,Ntg1p,K38,K,38,SGD,sumoylated lysine
S000000013,YAL015C,Ntg1p,K388,K,388,SGD,Desumoylation
S000000013,YAL015C,Ntg1p,K388,K,388,SGD,sumoylated lysine
S000000013,YAL015C,Ntg1p,K396,K,396,SGD,Desumoylation
S000000013,YAL015C,Ntg1p,K396,K,396,SGD,sumoylated lysine
S000000013,YAL015C,Ntg1p,S341,S,341,SGD,phosphorylated residue
S000000013,YAL015C,Ntg1p,S353,S,353,SGD,phosphorylated residue
S000000014,YAL016W,Tpd3p,K342,K,342,SGD,ubiquitinylated lysine
S000000014,YAL016W,Tpd3p,K634,K,634,SGD,ubiquitinylated lysine
S000000015,YAL017W,Psk1p,S10,S,10,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1013,S,1013,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1018,S,1018,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1020,S,1020,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1023,S,1023,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1027,S,1027,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1030,S,1030,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1035,S,1035,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1055,S,1055,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1074,S,1074,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S1094,S,1094,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S113,S,113,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S13,S,13,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S185,S,185,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S192,S,192,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S202,S,202,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S247,S,247,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S255,S,255,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S275,S,275,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S286,S,286,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S291,S,291,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S301,S,301,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S306,S,306,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S307,S,307,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S327,S,327,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S340,S,340,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S364,S,364,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S40,S,40,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S59,S,59,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S601,S,601,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S607,S,607,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S608,S,608,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S612,S,612,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S626,S,626,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S632,S,632,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S649,S,649,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S652,S,652,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S654,S,654,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S655,S,655,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S656,S,656,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S7,S,7,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S905,S,905,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S906,S,906,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S915,S,915,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S918,S,918,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S926,S,926,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S929,S,929,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S953,S,953,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S954,S,954,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S955,S,955,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,S992,S,992,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T1021,T,1021,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T1048,T,1048,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T1079,T,1079,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T236,T,236,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T300,T,300,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T37,T,37,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T56,T,56,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T599,T,599,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T610,T,610,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T63,T,63,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T919,T,919,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T930,T,930,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,T956,T,956,SGD,phosphorylated residue
S000000015,YAL017W,Psk1p,Y54,Y,54,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S1103,S,1103,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S1124,S,1124,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S125,S,125,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S129,S,129,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S149,S,149,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S19,S,19,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S2,S,2,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S20,S,20,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S226,S,226,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S232,S,232,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S26,S,26,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S27,S,27,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S28,S,28,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S34,S,34,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S345,S,345,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S369,S,369,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S376,S,376,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S383,S,383,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S451,S,451,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S567,S,567,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S6,S,6,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S68,S,68,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S70,S,70,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S86,S,86,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S96,S,96,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,S98,S,98,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,T131,T,131,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,T18,T,18,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,T22,T,22,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,T33,T,33,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,T450,T,450,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,T455,T,455,SGD,phosphorylated residue
S000000017,YAL019W,Fun30p,T88,T,88,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,K262,K,262,SGD,ubiquitinylated lysine
S000000019,YAL021C,Ccr4p,K307,K,307,SGD,ubiquitinylated lysine
S000000019,YAL021C,Ccr4p,K613,K,613,SGD,ubiquitinylated lysine
S000000019,YAL021C,Ccr4p,S269,S,269,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,S272,S,272,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,S278,S,278,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,S281,S,281,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,S309,S,309,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,S312,S,312,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,T129,T,129,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,T266,T,266,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,T270,T,270,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,T274,T,274,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,T276,T,276,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,T282,T,282,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,T285,T,285,SGD,phosphorylated residue
S000000019,YAL021C,Ccr4p,T33,T,33,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,K11,K,11,SGD,ubiquitinylated lysine
S000000020,YAL022C,Fun26p,K12,K,12,SGD,ubiquitinylated lysine
S000000020,YAL022C,Fun26p,K405,K,405,SGD,ubiquitinylated lysine
S000000020,YAL022C,Fun26p,S27,S,27,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,S31,S,31,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,S33,S,33,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,S45,S,45,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,S53,S,53,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,S58,S,58,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,S60,S,60,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,T25,T,25,SGD,phosphorylated residue
S000000020,YAL022C,Fun26p,T61,T,61,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,N131,N,131,SGD,N-glycosylated residue
S000000021,YAL023C,Pmt2p,N403,N,403,SGD,N-glycosylated residue
S000000021,YAL023C,Pmt2p,S28,S,28,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,S29,S,29,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,S30,S,30,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,S32,S,32,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,S34,S,34,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,S38,S,38,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,S39,S,39,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,S5,S,5,SGD,phosphorylated residue
S000000021,YAL023C,Pmt2p,S6,S,6,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,K268,K,268,SGD,ubiquitinylated lysine
S000000022,YAL024C,Lte1p,K427,K,427,SGD,ubiquitinylated lysine
S000000022,YAL024C,Lte1p,K729,K,729,SGD,ubiquitinylated lysine
S000000022,YAL024C,Lte1p,K741,K,741,SGD,ubiquitinylated lysine
S000000022,YAL024C,Lte1p,S1028,S,1028,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1030,S,1030,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1035,S,1035,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1080,S,1080,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1105,S,1105,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1109,S,1109,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1116,S,1116,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1136,S,1136,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1145,S,1145,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S1176,S,1176,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S194,S,194,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S200,S,200,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S203,S,203,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S209,S,209,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S212,S,212,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S219,S,219,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S222,S,222,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S227,S,227,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S247,S,247,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S249,S,249,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S271,S,271,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S276,S,276,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S280,S,280,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S282,S,282,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S306,S,306,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S365,S,365,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S372,S,372,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S420,S,420,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S454,S,454,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S470,S,470,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S502,S,502,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S527,S,527,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S546,S,546,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S548,S,548,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S559,S,559,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S571,S,571,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S573,S,573,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S576,S,576,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S586,S,586,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S629,S,629,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S630,S,630,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S643,S,643,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S654,S,654,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S667,S,667,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S689,S,689,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S711,S,711,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S734,S,734,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S745,S,745,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S750,S,750,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S779,S,779,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S783,S,783,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S789,S,789,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S816,S,816,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S850,S,850,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S854,S,854,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S871,S,871,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S934,S,934,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S937,S,937,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S938,S,938,SGD,phosphorylated residue
S000000022,YAL024C,Lte1p,S948,S,948,SGD,phosphorylated residue
